동호회명,시도명,시군구명,종목명,부종목명,장애유형명,운영시간내용,동호회 소개내용
파라피클볼,서울특별시,서울특별시 강서구,기타,뉴스포츠,지체(척수 및 절단 및 기타)장애,월수금저녁8시,"테니스와 배드민턴과 탁구를 결합한 하이브리드 스포츠입니다. 미국과 캐나다에서는 생활 스포츠로 이미 인기가 있는데요. 한국에서도 배울 수 있는 곳들이 생겨나고 있으니, 뉴스포츠 피클볼 함께 배워보시죠!"
어울림쇼다운클럽,부산광역시,부산광역시 동구,기타,쇼다운,시각장애,매주 월 13시~15시,
좋은사람들낚시동호회,경상남도,경상남도 창원시마산합포구,기타,낚시,지체(척수 및 절단 및 기타)장애,매주 수요일,좋은사람들 낚시 동호회
진주피닉스,경상남도,경상남도 진주시,기타,핸드볼,비장애인,매주 수요일 오후 6시,발달장애인과 함께 이루는 꿈의 핸드볼팀
한마음E스포츠단,경기도,경기도 광주시,기타,기타,지체(척수 및 절단 및 기타)장애,격주 금 5시 격주 월 10시,경기도 광주시 초월읍에 위치한 장애인부모회입니다. E스포츠 사업 참여를 위해 클럽을 만들게 되었습니다.
진주시각장애인 한궁교실,경상남도,경상남도 진주시,기타,기타,시각장애,매주 수요일 오전10시,진주시시각장애인 한궁교실은 시각장애인로 심리적 어려움을 겪고 있는 분들이 함께 모여 재활훈련과 건강유지 및 체력증진을 위해 만든 클럽입니다
통영이순신한궁클럽,경상남도,경상남도 통영시,기타,기타,기타장애,매주 수요일 오후3시,"선원출신 장애인과 비장애인(자원봉사자 및 활동지원사, 보호자 및 가족) 자율적이고 협동적인 자치활동을 통하여 스포츠 정신에 입각한 건설적인 발전을 추구함은 물론 상호간의 상부상조와 친목을 도모하며 장애인의 재활을 목적으로 한다."
2022 전북장애인생활체육 순창군요가클럽,전라북도,전라북도 순창군,기타,요가,발달(지적/자폐)장애,화 13:30~15:00,
고양펭귄스케이트클럽,경기도,경기도 고양시,기타,기타,발달(지적/자폐)장애,"월,수,오후 9시",
소치사클럽,경상남도,경상남도 남해군,기타,쇼다운,시각장애,"매주 화,금 10시",
시각장애인 등산교실,경상남도,경상남도 진주시,기타,등산,시각장애,매주 금 오후1시,"진주시각장애인협회 동아리 등산교실입니다. 2010년 4월에 결성하여 대형버스 운전원을 자원봉사로 연계하고, 예산범위 내에서 진주시 인근의 휴양림과 둘레길을 찾아 45인승 버스와 협회 승합차로 회원 30명이상 참석과 자원봉사자를 동행하여 시각장애인분들의 건강을 위해 활동을 하고 있습니다."
2023 시각장애인 한궁동호인클럽,대구광역시,대구광역시 달서구,기타,기타,시각장애,매주 금 10:00 ~ 12:00,"대구시각장애인복지관에서 운영하는 한궁체육교실입니다.   한궁이란 생활체육 스포츠 종목으로 다트와 양궁의 장점을 융합하여  탄생한 뉴스포츠 종목입니다. 한궁은 연령, 성별의 구분 없이   누구나 참여할 수 있으며 집중력 향상, 신체의 유연성 및   좌우 균형을 발달하는데 효과적입니다.  한궁에 관심이 있는 시각장애인 누구나 참여 가능합니다."
2023전북장애인생활체육순창군뉴스포츠클럽,전라북도,전라북도 순창군,기타,뉴스포츠,발달(지적/자폐)장애,매주월13:30~15:00,
송파지장협 한궁클럽,서울특별시,서울특별시 송파구,기타,기타,지체(척수 및 절단 및 기타)장애,매주 화 목 오후4시,"송파구 지체장애인협회 한궁동호인 클럽입니다.  운동을 통해 좌,우 집중력과 팔의 유연성 및 근력을 키우고   생활체육을 통해 지체장애인의 건강 및 재활증진에 이바지 하고자   지체장애인 한궁클럽을 운영하고 있습니다."
진해시각장애인한궁동아리,경상남도,경상남도 창원시진해구,기타,기타,시각장애,매주 목요일 2시,
(시비)동문e스포츠클럽,충청남도,충청남도 서산시,기타,뉴스포츠,발달(지적/자폐)장애,매주 수요일 9시,
(도비) 2023 제천시 JCRC 그라운드골프 클럽,충청북도,충청북도 제천시,기타,,지체(척수 및 절단 및 기타)장애,매주 수요일 오후 2시,안녕하세요. 제천시 장애인 그라운드골프 클럽입니다.  많은 관심과 참여 부탁드립니다.
(시비)서산차동뉴스포츠클럽,충청남도,충청남도 서산시,기타,뉴스포츠,발달(지적/자폐)장애,매주 금요일 9시 40분,
백발백중,경상남도,경상남도 하동군,기타,기타,청각장애,매주 목 오후2시,"청각,언어장애인들의 모임"
휠링피싱,경상남도,경상남도 사천시,기타,낚시,지체(척수 및 절단 및 기타)장애,연중 3회 진행,낚시활동을 통해 장애인들의 다양한 생활체육의 기회제공 및 여가영역 확대와 건전한 사회참여 기회를 제공하고자 하는 장애인 낚시동아리 휠링피싱 입니다.
해바라기 스트레칭동아리,경상남도,경상남도 창원시성산구,기타,생활체조,발달(지적/자폐)장애,매주 화요일 오후 2~3시,
부산북구장애인휠체어클럽,부산광역시,부산광역시 북구,기타,생활체조,지체(척수 및 절단 및 기타)장애,매주 금요일 오전 10시,휠체어를 이용하는 장애인들의 체육활동을 통한 건강 유지 및  문화 격차 해소를 목적으로 만든 동호회
부산북구장애인필드클럽,부산광역시,부산광역시 북구,기타,등산,지체(척수 및 절단 및 기타)장애,매주 화요일 오후2시,체력활동을 통한 건강증진과 삶의 질 향상을 목적으로 만든 동호회
2023 전북장애인생활체육 쇼다운클럽,전라북도,전라북도 익산시,기타,쇼다운,시각장애,"화,목 14:00~15:00",
통합형다종목동호회,전라남도,전라남도 광양시,기타,기타,기타장애,매주 월~토 9:00~17:00,"광양에서 활동하고 있는 통합형다종목동호회로 역도,당구,론볼,테니스,배드민턴,바둑,e-sport 종목으로 운영하고 있습니다. 많은 가입과 참여 부탁드립니다."
진주시장애인산악회,경상남도,경상남도 진주시,기타,등산,지체(척수 및 절단 및 기타)장애,매주 토요일 오전9시,저희 클럽은  산행을 위주로 하는 등산 클럽입니다
2023 전북장애인생활체육 족구클럽,전라북도,전라북도 익산시,기타,족구,청각장애,"월,목 19:00~21:00",
무학트래킹,경상남도,경상남도 창원시마산합포구,기타,기타,시각장애,"매주 목, 오후13",
(기금)2023 영월군장애인체육회 어르신한궁동호인클럽,강원도,강원도 영월군,기타,기타,지체(척수 및 절단 및 기타)장애,매주 화 오전 10:00~10:50,어르신한궁동호회입니다.    많은 참석 부탁드립니다.
노장산1,서울특별시,서울특별시 노원구,기타,등산,기타장애,매주 화요일 오후 2시,"지체,뇌병변, 지적등 혼합 장애인들로  건강한 정신과 몸을 단련하고, 즐거운 삶에 의미를 찾고, 회원 상호간의 친목과 상부상조를 하며, 비장애인들과 접할 수 있는 다양한 기회를 제공하고, 장애인들을 바라보는 그들의 인식을 올바르게 하여 사회통합에 기여하며, 사회화에 대한 의욕을 고취시키고 자활의 의지를 강화해 생활체육클럽 활동을 목적으로 함."
구리시필트골프클럽,경기도,경기도 구리시,기타,골프,지체(척수 및 절단 및 기타)장애,매주 화15시,
피터팬인라인클럽,서울특별시,서울특별시 은평구,기타,인라인스케이트,발달(지적/자폐)장애,매주 토 오전 10시~12시,"피터팬클럽은 은평구에서 활동하는 발달장애인 인라인클럽으로 발달장애 당사자와 비장애형제 및 가족, 비장애 운동선수 봉사자와 함께하는 어울림클럽입니다."
2023 전북장애인생활체육 군산드림점핑클럽(군산),전라북도,전라북도 군산시,기타,에어로빅,발달(지적/자폐)장애,매주 금요일 10:00:10:50,
온누리 생활체조 동아리,경상남도,경상남도 창원시의창구,기타,스트레칭,발달(지적/자폐)장애,둘째주 토요일 오전 11시,
튼튼더불어 뉴스포츠 동호인클럽,대구광역시,대구광역시 동구,기타,뉴스포츠,발달(지적/자폐)장애,매주 수요일 오전 10시,
강북한궁,서울특별시,서울특별시 강북구,기타,기타,지체(척수 및 절단 및 기타)장애,매주 토 오후 1시,강북한궁 동호회는 장애인의 건강과 여가활동 및 친선을 도모하기 위하여 창립 되었습니다. 장애인과 비장애인 모두 참여 가능하며 소통과 화합으로 명랑한 사회 건설에 이바지하기 위해 최선을 다하고자 합니다.
(지방비)사)강원도농아인협회태백시지회 한궁동호인클럽,강원도,강원도 태백시,기타,,청각장애,매주 화 오후2시,
2023 전북장애인생활체육 쇼다운클럽(무주),전라북도,전라북도 무주군,기타,쇼다운,시각장애,"월,화,금 16:00~18:00",
2023년 더불어뉴스포츠동호인클럽,대구광역시,대구광역시 남구,기타,뉴스포츠,발달(지적/자폐)장애,수요일 10시~11시(월 3회),참가자 각자의 신체상태 및 장애상태를 고려한 규칙적인 체육프로그램을 통해기초체력을 향상시키고  생활습관병을 예방하며 신체적 및 정신적인 측면에서 건강한 삶을 유지한다.
통영이순신낚시클럽,경상남도,경상남도 통영시,기타,낚시,기타장애,매주 목요일 오후4시,"선원출신 장애인과 비장애인(자원봉사자 및 활동지원사, 보호자 및 가족) 자율적이고 협동적인 자치활동을 통하여 스포츠 정신에 입각한 건설적인 발전을 추구함은 물론 상호간의 상부상조와 친목을 도모하며 장애인의 재활을 목적으로 한다."
충북장애인생활체육 쇼다운동호인클럽,충청북도,충청북도 청주시,기타,쇼다운,시각장애,매주 토 오전 10시30분,
선샤인포켓볼클럽,전라남도,전라남도 광양시,기타,포켓볼,지체(척수 및 절단 및 기타)장애,매주 토요일 오후2시~4시,광양에서 활동하는 포겟볼클럽입니다.
시각장애인체력증진클럽,전라남도,전라남도 목포시,기타,기타,시각장애,매주토요일17시,
나래울,경상남도,경상남도 통영시,기타,생활체조,지체(척수 및 절단 및 기타)장애,매주 금요일,
신나는휠체어라이딩,부산광역시,부산광역시 동구,기타,기타,지체(척수 및 절단 및 기타)장애,매월 셋째주 토 10시,"본회가 주체가 되어 발굴한 부산의 휠체어 라이딩 코스를 사회적 활동이 다양하지 못한 유형별 중증장애인들과 함께 어울려서 서로의 삶을 이해하고 자신의 장애수용과  의식적 욕구를 충족하는 힐링의 기회가 되고, 장애인에게는 장애 극복의 재활 의지와 건전한 사회성 함양으로 높은 자긍심을,  비장애인에게는 자신의 작은 관심이 모여 우리, 모두, 함께 하는 상생효과로 통합사회의 문화를 만들어 가고자 한다."
치고받고,서울특별시,서울특별시 동작구,기타,쇼다운,시각장애,월~금 9시~18시,
소리손 한궁클럽,경상남도,경상남도 의령군,기타,기타,시각장애,매주 수요일 13시~15시,
도전희망요가클럽,경기도,경기도 안산시단원구,기타,요가,지체(척수 및 절단 및 기타)장애,"수, 금 13:30~15:00",장애 당사자분들과 함께하는 요가 운동 클럽입니다.
버디버디골프클럽,서울특별시,서울특별시 서초구,기타,골프,발달(지적/자폐)장애,주1회 택 오후 4시,
거창한트레킹,경상남도,경상남도 거창군,기타,기타,지체(척수 및 절단 및 기타)장애,토요일 오전 10시,
어울림파크골프,경상남도,경상남도 거창군,기타,기타,지체(척수 및 절단 및 기타)장애,"매주 월,수 오후 3시",
