교육종류명,교육명,교육대상명,정원,교육시작일자,교육종료일자,교육장소명,교육비용,교육 설명내용,상세설명내용,신청인원수,접수상태,url,접수기간,운영기간,교육대상전처리
공교육연계,12월 소마특강 ㅣ 신소장품전 [정중동]을 더욱 즐겁게 감상하는 방법,-,9999,20231227,20231227,,0,,"우리 미술관에서는 매월 마지막주 수요일 문화가 있는 날 소마특강을 개최합니다.

12월 소마특강은 소마미술관 손성진 선임 큐레이터의 온라인 강의로 진행됩니다.

소마미술관 1관에서 진행중인 [정중동]전시설명을 들으실 수 있습니다.

아래의 유튜브 링크에서 확인하실 수 있습니다.
(인터넷 주소창에 유튜브 링크를 검색해주세요.)
https://www.youtube.com/watch?v=XnwrxAPuU1w",9999,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=318=04,,-,제한없음
공교육연계,11월 소마특강 ㅣ 이중섭 화백과 이중섭 미술관,성인,40,20231129,20231129,소마미술관 세미나실,0,,"우리 미술관에서는 매월 마지막주 수요일 문화가 있는 날 소마특강을 개최합니다.

11월 이중섭 화백과 이중섭 미술관는 전은자 학예사(이중섭 미술관)의 강의로 진행됩니다.

아래를 참고하시고, 많은 관심과 참여 부탁드립니다.

ㅇ주제 : 이중섭 화백과 이중섭 미술관
ㅇ일시 : 11월 29일 수요일 / 10:00~12:00
ㅇ장소 : 소마미술관 세미나실
ㅇ정원 : 40명
ㅇ특강참가비 : 무료
ㅇ대상 : 성인

[접수 방법] 
*특강신청이 확정되면 ★확정문자★가 전송됩니다.
*특강신청 확정문자는 ★11월 21일★ 부터 순서대로 전송됩니다.
*아래의 달력에서 날짜(11/29) 클릭 - 우측의 접수신청 클릭 - 항목 입력 후 신청",40,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=316=04,11월 1일 15시 부터 선착순 접수,10:00~12:00,성인
공교육연계,2023 소마아트파운데이션 파일럿,일반 성인,14,20231101,20231130,소마미술관 세미나실,120000,[1차]_관찰 워크숍 : 전치된 사물[2차]_실험 드로잉 : 칸투어와 제스처 기초 실습[3차]_창작 드로잉 : 다시점 드로잉[4차]_매체 워크숍,"소마아트파운데이션 파일럿은 소마아트파운데이션 A, B코스 봄/가을학기 일부(총4차시)를 체험해보는 맛보기 프로그램입니다.
소마아트파운데이션 3년의 과정이 부담스럽거나 궁금하신 분들은 맛보기 프로그램에 먼저 참여해보시기 바랍니다.
(본 파일럿 과정은 수업에 필요한 기본 재료가 제공됩니다.)

* 소마아트파운데이션(A, B, C코스)
소마아트파운데이션은 소마미술관 성인 아카데미 정규 프로그램으로,
한국예술종합학교 미술원 파운데이션 과정을 일반 성인이 참여할 수 있게 난이도를 조절한 프로그램입니다.
창의적인 사고와 다양한 시각을 학습할 수 있는 소마아트파운데이션은 한국예술종합학교 파운데이션 강사진이 직접 강의를 진행합니다.
미술을 처음 접해보는 분, 미술 관련 전공을 했지만 경력이 중단된 분, 취미로 꾸준히 미술활동을 하신 분 모두 참여하실 수 있습니다.
소마아트파운데이션 A, B, C 코스를 모두 수료하면 소마미술관 성인 아카데미 회원전에 참여하실 수 있습니다.
(A, B, C 각 코스는 1년 과정으로, 코스별 수강도 가능합니다. 단, 단기 코스를 수강하신 분은 회원전에 참여하실 수 없습니다)


  ㅇ 교육대상 : 일반 성인
  ㅇ 교육기간 : 23년 11월(매주 금요일)
      ※ 교육예정일 : 11/3, 11/10, 11/17, 11/24
  ㅇ 교육인원 : 14명
  ㅇ 교육시간 : 10:00～13:00(3시간)
  ㅇ 교육장소 : 소마미술관 세미나실
  ㅇ 접수방법 : 미술관 홈페이지 선착순 접수

▶신청방법 아래 달력에서 11월 3일을 클릭하여 신청바랍니다.",14,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=315=04,소마미술관 홈페이지 선착순 접수,10:00~13:00 매주 금요일 총 4번,성인
공교육연계,실버 프로그램 ㅣ 소마와 함께 걸어요,65세 이상 노인,12,20231027,20231027,"소마미술관 세미나실, 조각공원",0,,"소마와 함께 걸어요

우리 미술관에서는 65세 이상 어르신을 대상으로 소마와 함게 걸어요 프로그램을 시범 운영합니다.

소마와 함께 걸어요는 올림픽 조각공원을 산책하면서 삶의 희로애락, 경험을 추억할 수 있는 주제의 조각작품을 감상하고, 
인생의 한 단면을 회고하는 시간을 갖으며 마음의 안정과 평화를 찾아가는 노인 대상 힐링 프로그램입니다.
아래를 참고하시고 많은 관심과 참여 부탁드립니다.

ㅇ 프로그램명 : 소마와 함게 걸어요
ㅇ 교육대상 : 65세 이상 노인
                  *보호자 동반이 필요하신 분은 사전 연락 부탁드립니다.
ㅇ 일시 : 10월 27일(금) 10:00~12:00
ㅇ 장소 : 소마미술관 세미나실, 조각공원
ㅇ 모집인원 : 총12명
ㅇ 참가비 : 무료
ㅇ 모집방법 : 소마미술관 홈페이지 선착순 접수

★필독★
*보호자 동반이 필요하신 분은 사전 연락 꼭! 부탁드립니다.
*달력에서 해당일 선택 후 신청 부탁드립니다.
*수업 전 [확정문자]가 전송됩니다. [확정문자]를 받으셔야 신청이 완료됩니다.
*[확정문자]는 10월 17일 부터 순차발송",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=314=04,홈페이지 선착순 접수,10:00~12:00,노인
공교육연계,10월 소마특강 ㅣ 이응노 헤리티지,성인,40,20231025,20231025,소마미술관 세미나실,0,[1부] 이응노 예술 세계 탐색 [1부-1]도불 이전 이응노의 예술 세계[1부-2]도불 이후 이응노의 예술 세계[2부]이응노 헤리티지 [2부-1]이응노미술관 미디어 파사드: 이응노 하얀 밤 그리고 빛[2부-2]파리 이응노 레지던스,"우리 미술관에서는 매월 마지막주 수요일 문화가 있는 날 소마특강을 개최합니다.

10월 이응노 헤리티지는 김지윤 이응노미술관 학예사의 강의로 진행됩니다.

1부인 이응노의 예술세계 탐색에서는 유럽에서 한국미술을 알리며 동서양 미술의 융합을 꾀했던 이응노의 작품세계를 1958년 프랑스 이주를 축으로 하여 살펴봅니다.
2부인 이응노 헤리티지에서는 이응노미술관에서 진행하는 이응노의 문화적 유산을 계승한 대표적인 프로그램인 이응노미디어파사드와 파리 이응노레지던스를 조명하고, 이응노가 남긴 영원한 문화적 가치를 모색해 봅니다.

아래를 참고하시고, 많은 관심과 참여 부탁드립니다.

ㅇ주제 : 이응노 헤리티지
ㅇ일시 : 10월 25일 수요일 / 10:00~12:00
ㅇ장소 : 소마미술관 세미나실
ㅇ정원 : 40명
ㅇ특강참가비 : 무료
ㅇ대상 : 성인

[접수 방법] 
*특강신청이 확정되면 ★확정문자★가 전송됩니다.
*특강신청 확정문자는 ★10월 17일★ 부터 순서대로 전송됩니다.
*아래의 달력에서 날짜(10/25) 클릭 - 우측의 접수신청 클릭 - 항목 입력 후 신청",40,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=313=04,10.4 (수) 15시 부터,10:00~12:00,성인
공교육연계,조각 투어(사계절이 있는 조각 작품),"성인, 가족(가족일 경우 자녀가 초등학생 이상)",20명,20230916,20230923,소마미술관 1관 출구  조형물 앞,0,,"2023년 올림픽조각공원 조각투어에 여러분을 초대합니다.

사계절이 있는 조각 작품은 조각공원을 산책하며 힐링 시간을 가져볼 수 있는 프로그램입니다. 
자연속에서 변화하는 작품, 작가가 자연을 활용한 작품 그리고 시간과 자연을 주제로한 
조각작품 6점을 소마미술관의 전문 조각 해설가와 함께 감상하는 프로그램입니다.

★신청전 꼭 확인하세요.★

**일반 성인을 위한 전문 작품 해설입니다.
**가족일 경우 자녀가 초등학생 이상 신청가능합니다.
**가족일 경우 가족 구성원을 신청자에 모두 작성부탁드립니다.",20,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=310=04,9.7(목) 부터 선착순 접수,10:30~11:30,초등학생
공교육연계,"2023년 6월 소마특강 l 김환기의 Life Work, 그리고 환기미술관",성인,40,20230628,20230628,소마미술관 세미나실,0,,"우리 미술관에서는 매월 마지막주 수요일 문화가 있는 날 소마특강을 개최합니다.

6월 소마특강은 김환기 작가와 환기미술관을 주제로 백승이 환기미술관 학예사의 강의가 진행됩니다.
환기의 삶과 대표작품을 관련 자료와 함께 시대순으로 따라가며 환기미술관 설립과정과 건축물을 소개합니다.

아래를 참고하시고, 많은 관심과 참여 부탁드립니다.

ㅇ주제 : 김환기, 환기미술관
ㅇ일시 : 6월 28일(수) 10:00~
ㅇ장소 : 소마미술관 세미나실
ㅇ정원 : 40명
ㅇ특강참가비 : 무료
ㅇ대상 : 성인

[접수 방법] 
아래의 달력에서 날짜(6/28) 클릭 - 우측의 접수신청 클릭 - 항목 입력 후 신청
★특강신청이 확정되면 문자가 전송됩니다.★
★특강신청 확정 문자는 22일 부터 순서대로 전송됩니다.★",40,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=299=04,,6.28(수) 10:00~,성인
공교육연계,4월 소마특강20세기 한국화와 소정 황창배,일반 성인,60,20180425,20180425,소마미술관 세미나실,0,,"4월 소마특강은 황창배, 유쾌한 창작의 장막전시와 연계하여 20세기 한국화의 역사와 더불어 소정 황창배의 작품세계에 관하여 알아보는 프로그램입니다. 이 강의를 통하여 한국화의 전반적인 흐름과 전통을 계승하면서 새로운 조형성을 구축하고자 노력했던 황창배의 예술혼을 더욱 깊이 이해할 수 있습니다.

※ 강사정보 및 강의 개요는 첨부파일 확인바랍니다.",60,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=102=04,,문화가 있는 날,성인
공교육연계,6월 소마특강몸짓들,일반 성인,60,20180627,20180627,소마미술관 세미나실,0,,"6월 소마특강은 일부러 불편하게에 출품된 작업들을 중심으로 신체가 어떻게 재현되어 왔으며 때때로 실존이나 권력, 수행성과 연결되는 이유는 무엇인지, 나아가 대안적 장소로서의 몸에 대해 알아보는 프로그램입니다. 이를 통해 오늘날 변화한 동시대적 몸에 대한 이해를 도울 수 있습니다.

※ 강사정보 및 강의 개요는 첨부파일 확인바랍니다.",60,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=105=04,,6월 문화가 있는 날,성인
공교육연계,2018 소마아트파운데이션(SAF) 프로그램 모집,미술에 관심있는 성인,14,20180306,20180614,예술아카데미,600000,,"소마미술관 예술아카데미는 2018 봄학기 정규프로그램으로 소마아트파운데이션(Soma Art Foundation, SAF)을 운영합니다. 한국예술종합학교(미술원)과 MOU를 체결하고 국내 최조 대학 커리큘럼을 일반성인 과정에 접목시켜 새로운 개념의 체계화된 커리큘럼의 강좌를 기획하였습니다.

소마아트파운데이션(SAF)은 미술에서의 다양한 기법과 지식을 전수하는 학습이 아닌, 문화예술 기본 틀을 마련해주기 위한 과정으로서 창의적 사고력과 열린 마음으로 삶의 문제를 보다 적극적으로 해결하는 과정중심 수업으로 3년(6학기)로 진행됩니다.

★ 첨부파일의 수업일정과 1학기 세부내용 확인 후 신청바랍니다.",14,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=87=04,,"학기별 15회 / A반(매주 화요일), B반(매주 목요일)",성인
공교육연계,2023년 4월 소마특강 규칙과 반칙의 변증법 전시연계 특강,성인,25,20230426,20230426,소마미술관 2관 전시실,0,,"우리 미술관에서는 매월 마지막주 수요일 문화가 있는 날 소마특강을 개최합니다.

4월 소마특강은 소마미술관 2관에서 전시 중인 규칙과 반칙의 변증법 전시연계 특강으로,
전시를 기획한 권태현 기획자의 전시설명과 함께 2관 전시를 무료로 관람하실 수 있습니다.

아래를 참고하시고, 많은 관심과 참여 부탁드립니다.


규칙과 반칙의 변증법 전시연계 특강
ㅇ일시 : 4월 26일(수) 19:00~20:00
ㅇ장소 : 소마미술관 2관 전시실
ㅇ정원 : 25명
ㅇ참가비 : 무료


[강사 소개]
권태현 전시기획자
규칙과 반칙의 변증법 전시 기획


[접수 방법] 
아래의 달력에서 날짜(4/26) 클릭 - 우측의 접수신청 클릭 - 항목 입력 후 신청",25,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=292=04,,4월 26일(수) 19:00~20:00,성인
공교육연계,7월 소마특강다섯 개의 그림과 다섯 곡의 음악,일반 성인,60,20180725,20180725,소마미술관 세미나실,0,,"7월 소마특강에서는 카라바조와 몬테베르디에서 벨라스케스와 라벨, 모네와 드뷔시, 마그리트와 킹 크림슨, 아피차퐁 위라세타쿨과 데이비드 실비언까지 5인의 그림과 5인의 음악을 통해 인간의 생각과 감수성에 중요한 동시대성에 대해 알아보고, 새로운 동시대성을 경험해봅니다.

※ 강사정보 및 강의 개요는 첨부파일 확인바랍니다.",60,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=107=04,,7월 소마특강,성인
공교육연계,2022. 08 소마특강 | 현대-동시대 사진예술,일반 성인,30명(여석 발생 시 정원 내 현장 입장 가능),20220831,20220831,소마미술관 세미나실,0,,"소마미술관은 매월 마지막 주 수요일 문화가 있는 날 소마특강을 진행합니다.

현대-동시대 사진예술 

현대 미술 속에서 사진의 흐름과 특징을 통해 사진 매체를 이해하고,
다양한 작품들의 사례를 살피며 그 특장과 함께 사진을 바라보는 시선의 방향에 대해 이야기 나누는 시간을 갖습니다.
많은 관심과 참여 바랍니다.

□ 강사 박형렬
 
박형렬 작가는 서울예술대학에서 사진을 공부하고 한국예술종합학교 미술원 조형예술과 예술전문사과정(M.F.A)에서 조형예술을 전공하였다.
실제 자연공간에 개입하여, 동시대 자연과 인간의 관계에 대한 탐구를 통해 발견하게 되는 여러 구조적인 요소들을 은유적으로 재구성하는 사진과 영상 작업을 지속해오고 있다. 현재 작가 활동과 더불어 서울예술대학교, 한국예술종합학교, 계원예술대학교에서 강사로 재직하며 사진 매체의 물리적, 개념적 특징과 작업의 다양한 방법론에 대해 수업을 진행해 오고 있다.   

2022년 성곡미술관에서 땅, 사람, 관계탐구전 ,2019년에 일우스페이스에서 10회 일우사진상 수상작가전 Unseen Land전과 2016년에 Fondation Manuel Rivera-Ortiz(프랑스,아를) 에서 Slow-Drawing전을 개최한 것을 비롯해, 총 15여차레 개인전을 가졌으며, 2018년 한미사진미술관에서 한국-북유럽 교류전시 Nature As a Playground와 2016년에 Hanger 18(벨기에,브뤼셀)에서 Loving Earth등 수차례 그룹전에 참여했다. 2015년 13회 다음작가상(박건희문화재단)과 2019년 10회 일우사진상(일우재단), 2022년 성곡 내일의 작가상(성곡미술관)을 수상하였다. 그의 작업은 서울시립미술관, 국립현대미술관 미술은행, 경기도미술관 등 주요 국공립미술관에 소장되어 있으며, 2019년 이안북스에서 작품집 Unseen Land를 발간했다.

□ 개요

- 일시 : 8월 31일(수) 10:00~12:00
- 장소 : 소마미술관 세미나실(올림픽공원 남3문)
- 정원 : 30명
  ※ 소마미술관 홈페이지 선착순 신청(여석 발생 시 정원 내 현장 입장 가능)
- 수강료 : 무료

□ 참가신청 및 문의

- 신청방법 : 소마미술관 홈페이지  교육신청  성인  소마특강 신청
  ※ 아래의 달력에서 날짜(8/31) 클릭  우측의 접수신청 클릭  항목 입력 후 신청
- 문의 : 02-410-1333",30,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=265=04,"8/17(수), 15:00부터",8월 문화가 있는 날(8/31),성인
