name,type,address,phone,big,normal,small,longitude,latitude
(덕계동-01)동일2차 주민쉼터,간이운동장,경상남도 양산시 덕계5길 11 (덕계동),,경상남도,양산시,덕계동,129.1477901,35.3732825
(덕계동-02)외산마을회관앞,간이운동장,경상남도 양산시 매곡외산로 100 (덕계동),,경상남도,양산시,덕계동,129.1625829,35.36907454
(덕계동-1)동일2차,간이운동장,경상남도 양산시 덕계5길 11 (덕계동),,경상남도,양산시,덕계동,129.1477901,35.3732825
(도곡2리),간이운동장,,054-420-8101,경상북도,김천시,,,
(도곡3리 마을회),간이운동장,,054-420-8099,경상북도,김천시,,,
(동곡1리)금빛센터,간이운동장,경상북도 청도군 금천면 청려로 4221-9,,경상북도,청도군,동곡리,128.8898833,35.69188693
(동곡1리)동곡리 1119-20,간이운동장,경상북도 청도군 금천면 동곡1길 125,,경상북도,청도군,동곡리,128.8964019,35.68334186
(동곡1리)새들보체육공원,간이운동장,경상북도 청도군 금천면 동곡1길 81,,경상북도,청도군,동곡리,128.8982244,35.68704576
(동곡1리)아랫곡,간이운동장,경북 청도군 금천면 동곡리 1119-40,,경상북도,청도군,동곡리,128.8895134,35.6902527
(동곡1리)한마음공원,간이운동장,경북 청도군 금천면 동곡리 644-1,,경상북도,청도군,동곡리,128.887967,35.69400401
(동곡2리)경로회관 동곡리 242,간이운동장,경상북도 청도군 금천면 윗동실길 19-2,,경상북도,청도군,동곡리,128.8866479,35.70212317
(동면-002)(시설중복-공원) 호포역 당산나무 야외운동시설,간이운동장,경상남도 양산시 동면 호포새동네길 5,055-392-7103,경상남도,양산시,가산리,129.0166975,35.28658729
(동면-003)(시설중복-공원) 석산어린이공원 야외운동시설,간이운동장,경상남도 양산시 동면 석산6길 13,055-392-7103,경상남도,양산시,석산리,129.0309876,35.31534843
(동면-005) 개곡법기마을 생활공원 야외운동시설,간이운동장,경남 양산시 동면 법기리 산 59,,경상남도,양산시,법기리,129.1174565,35.34788092
(동면-007) 영천쉼터 야외운동시설,간이운동장,경남 양산시 동면 여락리 40-23,,경상남도,양산시,여락리,129.1108129,35.30942159
(동면-009) 내송마을회관 야외운동시설,간이운동장,경상남도 양산시 동면 내송2길 9,,경상남도,양산시,내송리,129.063513,35.32282625
(동면-01) 호포희망공원 야외운동시설,간이운동장,경남 양산시 동면 가산리 산 64-3,,경상남도,양산시,가산리,129.0231551,35.28491654
(동면-011) 다방교 야외운동시설,간이운동장,경남 양산시 동면 석산리 132-7,,경상남도,양산시,석산리,129.0392494,35.33071388
(동면-013) 석산마을 야외운동시설,간이운동장,경남 양산시 동면 석산리 886,,경상남도,양산시,석산리,129.030954,35.3182287
(동면-014) 고려강선사원 아파트 뒤 야외운동시설,간이운동장,경남 양산시 동면 석산리 961-9,,경상남도,양산시,석산리,129.0313947,35.31909595
(동면-015) 법천사 진입도로 야외운동시설,간이운동장,경남 양산시 동면 금산리 169,,경상남도,양산시,금산리,129.0361569,35.30463009
(동면-016) 법천사 야외운동시설,간이운동장,경남 양산시 동면 금산리 61,055-392-7103,경상남도,양산시,금산리,129.0426374,35.3037894
(동면-017) 생필체인본부 앞 둑길 야외운동시설,간이운동장,경남 양산시 동면 금산리 1485,,경상남도,양산시,금산리,129.0243014,35.30457931
(동면-018) 상동체육공원 야외운동시설,간이운동장,경상남도 양산시 동면 여락송정로 100,,경상남도,양산시,여락리,129.0895423,35.30605685
(동면-019) 복천암 뒤 야외운동시설,간이운동장,경남 양산시 동면 여락리 741-3,,경상남도,양산시,여락리,129.1076481,35.30898273
(동면-020) 가산수변공원 야외운동시설,간이운동장,경남 양산시 동면 가산리 847-8,,경상남도,양산시,가산리,129.0210347,35.29814721
(동면-021) 성황당 쉼터 야외운동시설,간이운동장,경남 양산시 동면 내송리 803-44,,경상남도,양산시,내송리,129.0668928,35.32657149
(동면-04) 개곡마을 야외운동시설,간이운동장,경남 양산시 동면 개곡리 351-4,,경상남도,양산시,개곡리,129.1232142,35.35039512
(동면-06) 본법마을 야외운동시설,간이운동장,경남 양산시 동면 법기리 523-3,,경상남도,양산시,법기리,129.1154253,35.34364048
(동면-08) 남락 구판장 야외운동시설,간이운동장,경남 양산시 동면 여락리 352-1,,경상남도,양산시,여락리,129.0915421,35.30840793
(동면-10) 내송공원 야외운동시설,간이운동장,경남 양산시 동면 내송리 349-1,,경상남도,양산시,내송리,129.0645194,35.3214114
(동면-12) 석산마을회관 야외운동시설,간이운동장,경상남도 양산시 동면 곡리2길 1,055-392-7103,경상남도,양산시,석산리,129.0302006,35.31647133
(동면-53) 석산들어린이공원 야외운동시설,간이운동장,경상남도 양산시 동면 석산리  1450,,경상남도,양산시,석산리,129.023396,35.31849514
(물금-01) 증산마을 야외운동시설,간이운동장,경상남도 양산시 물금읍 증산1길 31,055-392-7016,경상남도,양산시,증산리,128.998852,35.30157344
(물금-02) 남부마을 야외운동시설,간이운동장,경상남도 양산시 물금읍 남부마을길 8,055-392-7016,경상남도,양산시,물금리,128.9922495,35.30314581
(물금-03) 남평마을 야외운동시설,간이운동장,경남 양산시 물금읍 증산리 956-2,,경상남도,양산시,증산리,129.0005253,35.29789527
(물금-04) 동부마을 야외운동시설,간이운동장,경남 양산시 물금읍 물금리 406-104,,경상남도,양산시,물금리,128.9879312,35.31285764
(물금-05) 덕산마을 야외운동시설,간이운동장,경남 양산시 물금읍 가촌리 1184-6,,경상남도,양산시,가촌리,128.996235,35.32689999
(물금-06) 신기마을 야외운동시설,간이운동장,경남 양산시 물금읍 가촌리 571-2,,경상남도,양산시,가촌리,128.9918032,35.3181683
(물금-07) 동산마을 야외운동시설,간이운동장,경상남도 양산시 물금읍 화산4길 6-1,,경상남도,양산시,물금리,128.986538,35.31411919
(물금-08) 동중마을 야외운동시설,간이운동장,경상남도 양산시 물금읍 동중5길 24-1,,경상남도,양산시,범어리,129.0042268,35.33160086
(미상-체육) 명곡마을 야외운동시설,간이운동장,경남 양산시 명곡동 568,,경상남도,양산시,명곡동,129.0754397,35.34581124
(미상-체육) 서북안마을 야외운동시설,간이운동장,경남 양산시 북부동 500-4,,경상남도,양산시,북부동,129.035156,35.34915584
(미상-체육) 중리마을 동네체육시설,간이운동장,"경상남도 양산시 두전길 18(어곡동, 로얄파크빌)",055-392-7411,경상남도,양산시,어곡동,129.0273417,35.38130134
(미정-물금) 가촌마을 동네체육시설,간이운동장,경상남도 양산시 물금읍 가촌서7길 19,055-392-7016,경상남도,양산시,가촌리,128.9918013,35.32028649
(박곡리)마을창고 옆,간이운동장,경상북도 청도군 금천면 박곡2길 2-1,,경상북도,청도군,박곡리,128.9166089,35.66817572
(박곡리)박곡리962,간이운동장,경북 청도군 금천면 박곡리 962,,경상북도,청도군,박곡리,128.9203496,35.66805662
(봉명마을) 인3리마을회관,간이운동장,,054-420-8056,경상북도,김천시,,,
(봉산1리 마을),간이운동장,,054-420-8057,경상북도,김천시,,,
(사전1리)공원,간이운동장,경북 청도군 금천면 사전리 285-4,,경상북도,청도군,사전리,128.8858827,35.71337836
(사전1리)공원,간이운동장,경북 청도군 금천면 사전리 266-2,,경상북도,청도군,사전리,128.8872275,35.71361679
(사전2리)학동마을,간이운동장,경북 청도군 금천면 사전리 875-1,,경상북도,청도군,사전리,128.8816199,35.72831719
(산림-01) 춘추공원 야외운동시설,간이운동장,경남 양산시 평산동 618-36,,경상남도,양산시,평산동,129.1417926,35.38080943
(산림-05) 매곡마을 야외운동시설,간이운동장,경남 양산시 매곡동 산 64,,경상남도,양산시,매곡동,129.1827477,35.36800193
(산림-06) 에이원골프 야외운동시설,간이운동장,경남 양산시 덕계동 산 51-1,,경상남도,양산시,덕계동,129.1674433,35.37654434
(산림-22) 외석마을 야외운동시설,간이운동장,경상남도 양산시 상북면 외석리  61,,경상남도,양산시,외석리,129.043709,35.45090149
(상북-01) 삼계1마을 야외운동시설,간이운동장,경남 양산시 상북면 석계리 272-51,,경상남도,양산시,석계리,129.0649746,35.42015947
(상북-02) 아랫반회 야외운동시설,간이운동장,경상남도 양산시 상북면 석계리  477,,경상남도,양산시,석계리,129.059652,35.40981713
(상북-02) 아랫반회마을 야외운동시설,간이운동장,경상남도 양산시 양산시 석계리 477-41,,경상남도,양산시,,129.0596596,35.40983926
(상북-03) 양주마을 야외운동시설,간이운동장,경남 양산시 상북면 석계리 66-36,,경상남도,양산시,석계리,129.0643021,35.41516909
(상북-04) 구소석(1)마을 야외운동시설,간이운동장,경남 양산시 상북면 석계리 1002-5,,경상남도,양산시,석계리,129.0598628,35.40123018
(상북-05) 구소석(2)마을 야외운동시설,간이운동장,경상남도 양산시 양산시 석계리 699,,경상남도,양산시,,129.0678964,35.40101519
(상북-06) 모래불마을 야외운동시설,간이운동장,경상남도 양산시 상북면 대석리  1284,,경상남도,양산시,대석리,129.0564855,35.39736017
(상북-07) 공암마을 야외운동시설,간이운동장,경남 양산시 상북면 대석리 675-2,,경상남도,양산시,대석리,129.0531804,35.39505806
(상북-08) 대성마을 야외운동시설,간이운동장,경상남도 양산시 상북면 대석리  873,,경상남도,양산시,대석리,129.0555635,35.39043841
(상북-09) 신대석마을 야외운동시설,간이운동장,경상남도 양산시 상북면 수서로 529,,경상남도,양산시,내석리,129.0209586,35.44917743
(상북-10) 대석(1)마을 야외운동시설,간이운동장,경상남도 양산시 상북면 대석길 18,,경상남도,양산시,대석리,129.0666693,35.39090687
(상북-11) 대석(2)마을 야외운동시설,간이운동장,경남 양산시 상북면 대석리 산 157-2,,경상남도,양산시,대석리,129.0832357,35.39034773
(상북-12) 감결1마을 야외운동시설,간이운동장,경상남도 양산시 상북면 감결1길 20,,경상남도,양산시,소토리,129.0490084,35.39081195
(상북-13) 내전마을 야외운동시설,간이운동장,경상남도 양산시 상북면 소토리  94,,경상남도,양산시,소토리,129.0586673,35.38695097
(상북-14) 소노마을 야외운동시설,간이운동장,경상남도 양산시 상북면 소토리  406,,경상남도,양산시,소토리,129.0567873,35.37800951
(상북-15) 율리(1)마을 야외운동시설,간이운동장,경상남도 양산시 상북면 소토리  700,,경상남도,양산시,소토리,129.0535779,35.38262729
(상북-16) 율리(2)마을 야외운동시설,간이운동장,경남 양산시 상북면 소토리 700-5,,경상남도,양산시,소토리,129.0535779,35.38262729
(상북-17) 상삼(1)마을 야외운동시설,간이운동장,경상남도 양산시 상북면 상삼리  509,,경상남도,양산시,상삼리,129.0592349,35.42554128
(상북-18) 상삼(2)마을 야외운동시설,간이운동장,경상남도 양산시 상북면 소토로 99,,경상남도,양산시,소토리,129.0563535,35.38505304
(상북-19) 소석마을 야외운동시설,간이운동장,경상남도 양산시 양산시 소석리55-1,,경상남도,양산시,,129.0549926,35.41122723
(상북-20) 좌삼마을 야외운동시설,간이운동장,경상남도 양산시 양산시 좌삼리 605,,경상남도,양산시,,129.0502167,35.43230114
(상북-21) 외석마을 야외운동시설,간이운동장,경상남도 양산시 상북면 외석길 24-1,,경상남도,양산시,외석리,129.0478879,35.44029674
(선장면) 가산2리 마을회관 야외운동기구,간이운동장,충남 아산시 선장면 가산리 828,,충청남도,아산시,가산리,126.8634216,36.82311831
(선장면) 군덕1리 게이트볼장 야외운동기구,간이운동장,충청남도 아산시 선장면 선장로 121-10,,충청남도,아산시,군덕리,126.8595945,36.79035342
