종목명,부종목명,시도명,시군구명,프로그램명,장애유형명,운영시간,프로그램소개내용,모집시작일,모집종료일,운영시작일,운영종료일
기타,뉴스포츠,충청북도,충청북도 보은군,(도비)2023 장애인생활체육 보은군 여성청각장애인 뉴스포츠교실,청각장애,매주 수요일 13:00~15:00,"뉴스포츠 교실을 통하여 여성장애인들의 생활체육활동 참여를 유도하며, 고령여성장애인들의활동량을 높이고 신체활동을 통해 노년의 근손실을 예방합니다.",2023-03-06,2023-05-31,2023-03-08,2023-08-30
기타,기타,충청북도,충청북도 충주시,(기금)2023 장애인생활체육 키즈런뉴스포츠교실,발달(지적/자폐)장애,매주 토 오전 11:30~12:30,,2023-02-20,2023-03-30,2023-04-01,2023-10-28
기타,뉴스포츠,충청북도,충청북도 충주시,(도비)2023 장애인생활체육 뉴스포츠교실,발달(지적/자폐)장애,매주 월 오전 10:00~11:00,,2023-02-20,2023-03-30,2023-04-03,2023-10-30
기타,,경기도,경기도 오산시,인라인교실,발달(지적/자폐)장애,목 17시,,2023-03-01,2023-10-31,2023-04-01,2023-10-31
기타,,경기도,경기도 평택시,평택시 군문동 실버요가필라테스 교실,지체(척수 및 절단 및 기타)장애,금 10시~11시30분,,2023-01-31,2023-02-27,2023-04-07,2023-09-27
기타,,경기도,경기도 평택시,평택시 시각장애인 등산교실,시각장애,목 10시~16시,,2023-01-31,2023-02-27,2023-04-06,2023-10-30
기타,,경기도,경기도 평택시,평택시 발달장애인 특수체육교실 -북부-,발달(지적/자폐)장애,토 10시~12시,,2023-01-31,2023-02-27,2023-03-11,2023-09-09
기타,,경기도,경기도 평택시,평택시 발달장애인 특수체육교실 -남부-,발달(지적/자폐)장애,토 10시~12시,,2023-01-31,2023-02-27,2023-04-01,2023-07-22
기타,,경기도,경기도 평택시,평택시 장애인 재활요가헬스교실,발달(지적/자폐)장애,월 18시10분~19시40분,,2023-01-31,2023-02-27,2023-04-03,2023-09-25
기타,필라테스,경기도,경기도 안양시,소도구 필라테스 교실,발달(지적/자폐)장애,수 13:30~15:30,안양시장애인보호작업장에서 운영하는 소도구 필라테스 교실,2023-02-01,2023-03-02,2023-04-05,2023-10-18
기타,요가,경기도,경기도 안양시,요가 교실,발달(지적/자폐)장애,목 10:00~12:00,안양시장애인수리복지관에서 운영하는 요가교실  「아사나Asana : 나의 몸을 아름답게 사랑스럽게 나답게」,2023-02-01,2023-03-31,2023-04-01,2023-11-16
기타,요가,경기도,경기도 안양시,요가 교실,발달(지적/자폐)장애,월 11:00~12:00,안양시수리장애인주간보호센터 발달장애인을 대상으로한 행복한 요가교실,2023-02-01,2023-02-28,2023-03-07,2023-11-28
기타,필라테스,경기도,경기도 안양시,재활 필라테스 교실,발달(지적/자폐)장애,화 14:00~16:00,안양시 열손가락장애인주간보호센터에서 운영하는 재활필라테스교실,2023-02-01,2023-03-01,2023-04-04,2023-11-28
기타,특수체육,경기도,경기도 안양시,특수체육 교실,발달(지적/자폐)장애,목 17:00~18:00,(사)경기장애인부모연대 안양시지부에서 운영하는 발달장애인 특수체육교실,2023-02-01,2023-03-01,2023-04-06,2023-11-16
기타,뉴스포츠,경기도,경기도 성남시,장가센온더트랙교실,발달(지적/자폐)장애,금요일 13:30~15:30,,2023-03-01,2023-03-31,2023-03-10,2023-10-27
기타,뉴스포츠,경기도,경기도 성남시,지금이제스타트교실,뇌병변장애,수요일 10:30~12:00,,2023-03-01,2023-03-31,2023-04-01,2023-10-31
기타,스트레칭,경기도,경기도 성남시,성남시행정복지센터교실,기타장애,화요일 14:00~15:00 외 4개,성남시행정복지센터교실(5개동 운영)  - 백현동행정복지센터 /화요일 14:00~15:00  - 상대원1동행정복지센터 / 수요일 09:30~10:30  - 단대동행정복지센터 / 수요일 14:00~15:00  - 태평2동행정복지센터 / 수요일 14:00~15:00  - 야텁1동행정복지센터 / 금요일 11:00~12:00,2023-03-01,2023-04-30,2023-04-04,2023-08-29
기타,요가,경기도,경기도 성남시,행복누리요가교실,발달(지적/자폐)장애,월요일 13:30~15:30,,2023-03-01,2023-03-31,2023-03-13,2023-10-30
기타,요가,경기도,경기도 성남시,해피힐링요가교실,발달(지적/자폐)장애,목요일 13:00~15:00,,2023-03-01,2023-03-31,2023-03-30,2023-10-26
기타,기타,경기도,경기도 성남시,성남시장애인한궁교실,지체(척수 및 절단 및 기타)장애,목요일 14:00~15:00,,2023-03-01,2023-03-31,2023-03-09,2023-10-26
기타,골프,경기도,경기도 성남시,꿈나무골프교실,지체(척수 및 절단 및 기타)장애,목요일 18:30~20:30,,2023-03-01,2023-03-31,2023-04-01,2023-10-31
기타,생활체조,경기도,경기도 성남시,성남시장애인생활체조교실,발달(지적/자폐)장애,월요일 14:30~15:30,,2023-03-01,2023-03-31,2023-04-01,2023-10-31
기타,뉴스포츠,경기도,경기도 성남시,TOP뉴스포츠교실,발달(지적/자폐)장애,수요일 10:00~11:00,,2023-03-01,2023-03-31,2023-03-08,2023-10-31
기타,,경기도,경기도 수원시,"호매실 뉴스포츠, 탁구교실",발달(지적/자폐)장애,목요일 14:30 금요일 16:30,,2023-03-01,2023-09-22,2023-03-02,2023-09-22
기타,쇼다운,경상남도,경상남도 밀양시,(기금)2023년 경남 밀양시 시각장애인 쇼다운 생활체육교실,시각장애,수 14:00~15:00,,2023-01-27,2023-09-30,2023-04-05,2023-09-13
기타,뉴스포츠,부산광역시,부산광역시 북구,시각장애인 한궁교실,시각장애,목 10:30-12:00,,2023-03-01,2023-04-12,2023-04-13,2023-11-30
기타,뉴스포츠,부산광역시,부산광역시 사상구,2023 사상구 장애인 생활체육지원(뉴스포츠교실),발달(지적/자폐)장애,금 10:00-11:00,,2023-03-01,2023-04-07,2023-04-07,2023-11-30
기타,요가,부산광역시,부산광역시 사하구,2023 실버요가 교실,발달(지적/자폐)장애,수 10:30-11:30,,2023-02-14,2023-03-31,2023-03-20,2023-11-30
기타,뉴스포츠,부산광역시,부산광역시 부산진구,발달장애 청년 무한 컵쌓기 도전!스포츠스태킹교실,기타장애,월 10:00-12:00,,2023-02-14,2023-03-31,2023-03-06,2023-10-31
기타,특수체육,부산광역시,부산광역시 연제구,2023 연제구 장애인 뉴스포츠/요가 교실,기타장애,수 13:00-15:00,,2023-02-14,2023-03-31,2023-04-05,2023-11-30
기타,기타,부산광역시,부산광역시 사상구,2023년 장애인 카약 교실,지체(척수 및 절단 및 기타)장애,화 14:00-16:00,,2023-02-14,2023-03-31,2023-04-01,2023-09-30
기타,스킨스쿠버,부산광역시,부산광역시 서구,2023 장애인 스킨스쿠버 교실,지체(척수 및 절단 및 기타)장애,월 13:30-16:00,,2023-02-01,2023-06-30,2023-07-01,2023-08-31
기타,기타,부산광역시,부산광역시 부산진구,2023녀 시각장애인 태극권 기초교실,시각장애,"화,/목 14:00-16:00",,2023-02-01,2023-03-31,2023-04-01,2023-08-31
기타,쇼다운,부산광역시,부산광역시 동구,2023 시각장애인 쇼다운 교실,시각장애,금 13:00-15:00,,2023-02-01,2023-03-31,2023-04-07,2023-10-06
기타,골프,부산광역시,부산광역시 해운대구,한마음 어울림 골프교실,기타장애,토 10:00-12:00,,2023-02-01,2023-03-31,2023-04-01,2023-12-30
기타,기타,부산광역시,부산광역시 수영구,2023 시각장애인 탭댄스 교실,시각장애,수 16:00-18:00,,2023-02-01,2023-03-31,2023-04-01,2023-08-31
기타,요가,부산광역시,부산광역시 북구,2023 신나는 요가 교실,기타장애,수 16:00-17:00,,2023-01-15,2023-02-28,2023-03-01,2023-10-31
기타,기타,부산광역시,부산광역시 동구,2023 발달장애인 댄스 교실,발달(지적/자폐)장애,월 16:00-18:00,,2023-01-15,2023-03-26,2023-03-27,2023-11-30
기타,기타,부산광역시,부산광역시 북구,쉽고 편한 한궁 어르신 초보 교실,기타장애,토 14:00-16:00,,2023-01-15,2023-02-28,2023-03-04,2023-08-12
기타,특수체육,부산광역시,부산광역시 남구,다함께 체육 교실,기타장애,토 10:00-12:00,,2023-02-01,2023-03-31,2023-04-01,2023-11-25
기타,음악줄넘기,부산광역시,부산광역시 부산진구,2023년 음악줄넘기 점핑!점핑! 교실,발달(지적/자폐)장애,토 10:00-11:30,,2023-01-15,2023-03-31,2023-04-01,2023-11-18
기타,기타,부산광역시,부산광역시 수영구,송국 바르게 걷기 교실,기타장애,금 13:30-14:30,,2023-02-01,2023-04-06,2023-04-07,2023-10-31
기타,특수체육,부산광역시,부산광역시 사하구,2023 아동체육교실,기타장애,수 15:30-16:30,,2023-02-01,2023-04-04,2023-04-05,2023-11-08
기타,요가,부산광역시,부산광역시 사하구,성인요가교실,기타장애,목 10:30-11:30,,2023-02-01,2023-04-05,2023-04-06,2023-10-19
기타,골프,부산광역시,부산광역시 동구,장애인스크린골프교실,시각장애,토 13:00-15:00,,2023-02-01,2023-03-31,2023-04-01,2023-07-22
기타,기타,경상남도,경상남도 의령군,(기금)2023년 의령군장애인기초체력생활체육교실,발달(지적/자폐)장애,금 16:00~18:00,,2023-01-27,2023-09-30,2023-04-07,2023-09-22
기타,,경기도,경기도 화성시,아르딤 빅웨이브 서핑교실,발달(지적/자폐)장애,토요일 10:00-12:00,,2023-04-01,2023-08-19,2023-04-01,2023-08-19
기타,,경기도,경기도 화성시,요가필라테스 교실,발달(지적/자폐)장애,월요일 14:00-15:00,,2023-03-06,2023-11-27,2023-03-06,2023-11-27
기타,,경기도,경기도 화성시,요가로건강Dream,발달(지적/자폐)장애,금요일 10:00-12:00,,2023-03-17,2023-10-27,2023-03-17,2023-10-27
기타,에어로빅,경기도,경기도 의정부시,의정부시 발달장애인 생활체육교실,발달(지적/자폐)장애,매주 금 오후 4시,,2023-02-01,2023-03-31,2023-03-24,2023-10-31
기타,,경기도,경기도 화성시,화성 한궁교실,지체(척수 및 절단 및 기타)장애,화요일 13:00-14:00,,2023-04-04,2023-10-31,2023-04-04,2023-10-31
기타,기타,경기도,경기도 의정부시,의정부시 와이낫 슐런교실,발달(지적/자폐)장애,매일 10시,,2023-02-01,2023-03-31,2023-04-03,2023-09-27
기타,특수체육,경기도,경기도 의정부시,의정부시 challange 체육교실,발달(지적/자폐)장애,매주 월 11시,,2023-02-01,2023-03-31,2023-04-10,2023-10-02
기타,기타,경기도,경기도 의정부시,의정부시 줌바볼링생활체육교실,발달(지적/자폐)장애,매주 목 1시,,2023-02-01,2023-03-31,2023-04-06,2023-08-31
기타,기타,경상남도,경상남도 창녕군,(기금)2023년 창녕군장애인한궁체육교실,기타장애,목 10:00~12:00,,2023-01-27,2023-09-30,2023-04-06,2023-09-21
기타,기타,강원도,강원도 동해시,(지방비)동해시농아인협회 한궁교실,청각장애,화 14:00~15:00,,2023-03-01,2023-03-31,2023-04-04,2023-09-26
기타,뉴스포츠,강원도,강원도 평창군,(지방비)다소니 중증장애인 뉴스포츠 교실,발달(지적/자폐)장애,화 10:00~11:30,,2023-03-01,2023-03-31,2023-04-04,2023-10-31
기타,야구,강원도,강원도 정선군,(지방비)정선군종합사회복지관 장애인야구교실 천하무적야구단,발달(지적/자폐)장애,월 17:00~21:00,,2023-03-01,2023-03-31,2023-04-03,2023-10-30
기타,뉴스포츠,강원도,강원도 화천군,(지방비)화천군지적발달장애인복지협회 트램폴린 교실,발달(지적/자폐)장애,수 15:00~16:00,,2023-03-01,2023-03-31,2023-04-01,2023-10-31
기타,쇼다운,강원도,강원도 화천군,(지방비)화천군시각장애인연합회 쇼다운교실,시각장애,월 10:00~11:30,,2023-03-01,2023-03-31,2023-04-07,2023-10-27
기타,풋살,강원도,강원도 양구군,(지방비)양구군지적발달장애인복지협회 풋살교실,발달(지적/자폐)장애,수 15:00~17:00,,2023-03-01,2023-03-31,2023-04-05,2023-11-30
기타,뉴스포츠,강원도,강원도 고성군,(지방비)고성군체육회 장애인체력증진교실,발달(지적/자폐)장애,월 10:30~11:30,,2023-03-01,2023-03-31,2023-04-10,2023-10-31
기타,특수체육,강원도,강원도 양양군,(지방비)양양 정다운마을 중증장애인라지볼교실,발달(지적/자폐)장애,화 10:00~11:00,,2023-03-01,2023-03-31,2023-04-01,2023-10-31
기타,뉴스포츠,강원도,강원도 양양군,(지방비)양양군농아인협회 한궁교실,청각장애,화 14:00~17:00,,2023-03-01,2023-03-31,2023-04-04,2023-10-26
기타,요가,충청북도,충청북도 단양군,(기금)2023 장애인생활체육 몸사랑요가교실,발달(지적/자폐)장애,수요일 13:30~14:30,,2023-03-16,2023-03-24,2023-03-29,2023-10-18
기타,에어로빅,강원도,강원도 영월군,(기금)2023 영월군장애인체육회 여성장애인 댄스교실,발달(지적/자폐)장애,"매주 목, 11:00~12:00",2023년 영월군장애인체육회 여성장애인 댄스교실,2023-03-16,2023-04-05,2023-04-06,2023-10-12
기타,기타,경상남도,경상남도 고성군,(기금)2023년 고성군시각장애인한궁교실,시각장애,목 10:00~11:00,,2023-01-27,2023-09-30,2023-04-13,2023-09-21
기타,기타,경상남도,경상남도 고성군,(기금)2023년 고성군장애인바르미생활체육교실,지체(척수 및 절단 및 기타)장애,수 17:00~18:00,,2023-01-27,2023-09-30,2023-04-05,2023-09-27
기타,생활체조,경상남도,경상남도 통영시,(기금)2023년 통영느티나무성인발달장애인 생활체조교실,기타장애,토 10:00~11:00,,2023-01-27,2023-09-30,2023-04-01,2023-08-12
기타,기타,경상남도,경상남도 통영시,(기금)2023년 경상남도 선원장애인 한궁 교실,기타장애,수 14:00~15:00,,2023-01-27,2023-09-30,2023-04-05,2023-09-27
기타,기타,강원도,강원도 속초시,(기금)2023년 속초시각장애인연합회 한궁교실,시각장애,월 13:00~14:00,"속초시 시각장애인 한궁교실은 생애주기 어르신으로 하여 지원하는 프로그램이며 지도자1, 운영요원1, 순수참가자8명으로 진행됩니다",2023-03-01,2023-03-30,2023-04-01,2023-10-30
기타,뉴스포츠,경상남도,경상남도 거제시,(기금)2023년 토요뉴스포츠교실,발달(지적/자폐)장애,토 13:00~15:00,,2023-01-27,2023-09-30,2023-04-01,2023-09-23
기타,풋살,경상남도,경상남도 양산시,2023년 골(Goal)때리는 양산농아여성풋살 초보자교실,청각장애,토 18:00~20:00,,2023-01-27,2023-09-30,2023-04-08,2023-09-16
기타,에어로빅,경상남도,경상남도 양산시,2023년 양산발달장애인 에어로빅 생활체육교실,발달(지적/자폐)장애,월 13:30~14:30,,2023-01-27,2023-09-30,2023-04-03,2023-09-25
기타,생활체조,경상남도,경상남도 김해시,(기금)2023년 김해시 시각장애인체력증진교실,시각장애,화 11:00~12:00,,2023-01-27,2023-09-30,2023-04-04,2023-08-29
기타,생활체조,경상남도,경상남도 사천시,(기금)2023년 어르신교실 밸런스워킹체조 생활체육교실,기타장애,월 13:00~14:00,,2023-01-27,2023-09-30,2023-04-17,2023-09-25
기타,요가,울산광역시,울산광역시 남구,2023 지적장애인생활체육 요가교실-가람주간보호,발달(지적/자폐)장애,"월,목 10:00~11:00",생활체육교실 사업을 통해 이용자들의 심신의 건강을 증진시킵니다.  요가교실 단체활동을 통해 유대감과 협동심을 증가시킵니다.,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,쇼다운,울산광역시,울산광역시 동구,2023 시각장애인생활체육 쇼다운교실,시각장애,수 13:30~15:30,중증장애인중에서도 생활체육의 기회가 적은 시각장애인을 대상으로 실시  주 1회 교습과 함께 상시적으로 이용할 수 있도록 운영  향유의 기회를 제공하여 여가문화생활로 확산,2023-01-01,2023-12-31,2023-01-01,2023-12-31
